,Style Key,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty
87,97,13.8,60,100,9,60,79,42,92,11,0,28,38,24,137
88,97,9.0,60,100,8,47,34,41,88,33,0,31,45,11,83
89,97,10.0,60,100,13,41,40,61,85,38,0,47,61,4,104
90,97,10.0,60,100,19,69,22,137,154,49,8,61,49,32,230
91,97,12.0,60,100,10,53,63,53,71,22,1,32,56,23,114
92,97,10.0,60,100,14,66,38,61,107,39,0,64,69,6,119
93,97,13.1,60,100,7,66,93,34,92,32,0,55,22,33,102
94,97,9.5,60,100,25,55,39,90,116,56,3,88,105,4,102
95,97,9.5,60,100,15,72,50,79,103,42,0,53,69,27,107
96,97,10.0,60,100,9,59,37,45,100,34,0,44,60,11,115
97,97,11.6,60,100,8,43,38,65,71,45,1,66,81,5,70
98,97,10.0,60,100,14,53,26,76,69,38,0,47,99,13,102
99,97,10.5,60,100,7,62,45,56,127,39,1,49,62,4,108
100,98,14.4,40,60,5,76,72,37,132,30,0,69,17,36,163
101,98,12.5,40,60,5,51,74,24,105,23,0,50,19,18,112
102,98,13.3,40,60,7,56,55,19,103,27,0,68,19,27,88
103,98,11.1,40,60,2,44,47,29,138,26,0,62,31,15,97
104,98,14.0,40,60,10,66,86,37,156,34,1,77,12,27,168
105,98,10.0,40,60,10,62,37,56,116,36,0,82,64,15,110
106,98,12.0,40,60,10,45,49,16,67,13,0,35,9,32,101
107,98,11.0,40,60,18,56,19,32,119,28,0,77,29,18,104
108,98,11.5,40,60,5,58,39,31,137,31,0,71,25,26,104
109,98,13.2,40,60,10,72,69,28,123,23,0,49,23,24,141
110,98,10.2,40,60,8,43,50,22,100,25,0,63,21,9,65
111,98,15.0,40,60,10,65,89,42,120,30,0,70,24,43,151
112,98,14.5,40,60,7,47,94,24,99,14,1,44,8,25,123
113,98,9.0,40,60,11,63,77,13,154,23,0,68,13,35,140
114,98,10.0,40,60,11,68,49,36,109,36,1,80,35,18,109
115,98,10.2,40,60,8,49,27,22,87,22,1,27,19,9,110
116,98,12.5,40,60,10,66,79,30,117,26,1,64,20,36,146
117,98,11.5,40,60,9,54,59,11,126,22,1,64,6,54,74
118,98,13.0,40,60,5,54,64,6,151,36,0,51,4,14,120
119,98,10.0,40,60,4,62,64,13,123,31,0,46,7,18,96
120,98,11.5,40,60,9,38,48,23,188,74,0,93,22,30,93
121,98,11.8,40,60,7,65,83,23,119,14,0,54,10,28,132
122,98,12.5,40,60,18,57,71,96,67,11,0,12,17,25,186
123,98,11.5,40,60,7,48,38,23,148,36,0,89,9,14,76
124,98,12.5,40,60,9,56,72,44,109,21,0,42,48,25,131
125,98,7.2,40,60,9,53,20,27,80,22,2,45,29,5,114
126,98,11.5,40,60,5,58,22,24,134,40,0,85,30,31,101
127,98,10.5,40,60,13,63,53,38,116,34,0,53,62,13,114
128,98,10.14,40,60,7,83,62,58,186,52,0,105,40,17,170
129,98,10.5,40,60,13,63,52,34,125,44,0,82,52,14,92
130,98,10.5,40,60,3,58,48,39,101,12,0,48,38,3,95
131,98,13.0,40,60,9,64,67,19,126,17,1,101,13,30,134
132,98,13.3,40,60,14,78,74,19,96,17,1,41,12,72,106
133,98,10.5,40,60,4,72,36,34,120,26,0,68,29,13,92
134,98,12.5,40,60,4,51,71,10,96,17,0,34,11,66,95
135,98,8.5,40,60,23,99,30,65,124,42,0,63,54,20,130
136,98,13.0,40,60,6,72,94,4,110,22,1,54,3,29,134
137,98,15.2,40,60,11,55,39,36,144,45,0,88,30,6,70
138,98,14.4,40,60,8,75,98,20,133,23,0,45,13,39,151
139,98,11.2,40,60,2,62,63,57,145,54,0,80,68,17,125
140,98,9.5,40,60,11,77,90,35,134,28,0,78,44,51,143
141,98,8.5,40,60,9,48,54,37,101,35,0,59,39,4,111
142,98,14.0,40,60,2,48,39,19,87,10,0,54,2,19,100
143,98,8.1,40,60,15,51,36,47,139,53,0,90,70,21,116
144,98,13.0,40,60,7,57,46,29,122,26,2,74,30,16,130
145,98,12.0,40,60,18,65,97,30,135,28,0,76,23,39,153
146,98,9.0,40,60,11,51,23,29,114,33,6,53,36,4,91
147,98,10.0,40,60,14,42,28,56,88,55,0,65,79,10,82
148,98,9.5,40,60,8,66,35,43,135,27,1,62,48,15,129
149,98,11.5,40,60,14,49,60,39,129,36,0,71,39,31,121
150,41,5.9,20,40,15,59,16,41,63,23,0,37,57,10,67
151,41,5.2,20,40,8,44,6,49,82,19,0,37,59,13,88
152,41,5.3,20,40,18,37,2,55,53,18,0,25,78,0,117
153,41,5.8,20,40,7,24,4,48,34,14,0,16,58,6,61
154,41,6.7,20,40,18,26,11,74,21,23,0,26,105,9,52
155,41,7.5,20,40,11,49,25,66,67,30,0,28,96,20,110
156,41,4.7,20,40,16,48,9,65,77,43,1,49,84,25,95
157,41,4.7,20,40,18,25,6,46,39,36,5,36,81,2,70
158,41,5.6,20,40,12,27,19,57,75,29,0,35,75,5,102
159,41,5.0,20,40,9,42,5,30,63,16,3,19,51,7,92
160,41,5.5,20,40,12,56,8,54,57,20,3,25,68,3,118
161,41,5.0,20,40,18,32,4,50,45,21,0,15,82,2,89
162,41,6.4,20,40,18,57,13,77,118,63,1,105,110,11,117
163,41,6.0,20,40,13,55,11,59,54,20,1,18,75,20,90
164,41,4.4,20,40,21,34,9,45,35,17,3,17,59,13,78
165,41,5.5,20,40,21,43,15,45,53,17,0,16,73,7,95
166,41,5.3,20,40,8,49,5,27,38,6,0,6,41,8,72
167,41,6.8,20,40,21,48,16,83,48,43,1,52,123,22,73
168,41,5.5,20,40,15,39,7,46,65,23,0,29,70,6,123
169,41,5.6,20,40,18,48,6,92,57,38,2,39,144,9,87
170,41,6.4,20,40,8,39,16,57,75,61,0,55,73,18,70
171,41,5.7,20,40,21,59,8,61,70,35,1,32,86,12,126
172,41,5.75,20,40,17,41,15,66,68,33,0,50,94,7,107
173,41,5.4,20,40,21,38,8,44,88,39,1,44,60,8,131
174,41,5.8,20,40,13,36,6,68,72,68,2,67,77,14,89
175,41,6.0,20,40,11,58,12,60,76,26,0,32,78,28,101
176,41,5.4,20,40,10,34,11,44,52,25,1,36,56,6,79
177,41,5.2,20,40,14,31,7,54,41,27,0,26,77,2,84
178,41,5.3,20,40,31,59,10,112,62,54,0,53,130,8,99
179,41,5.5,20,40,29,54,12,90,71,47,3,52,171,13,120
180,41,8.0,20,40,26,60,22,102,47,45,0,43,134,12,62
181,41,5.9,20,40,24,63,10,105,74,34,1,37,140,12,126
182,41,5.5,20,40,20,56,12,52,75,38,0,27,66,3,109
183,41,6.2,20,40,9,69,22,52,61,24,0,27,67,21,112
184,41,5.3,20,40,20,46,8,73,27,20,0,16,97,7,85
185,41,5.6,20,40,15,33,11,49,51,32,0,34,85,18,93
186,41,6.0,20,40,9,46,4,57,37,28,0,25,66,11,67
187,41,5.0,20,40,13,65,13,65,87,55,0,61,86,12,76
188,41,5.7,20,40,10,32,4,45,56,16,0,11,75,3,95
189,41,4.4,20,40,16,57,5,65,58,17,0,27,86,10,71
190,41,5.0,20,40,14,59,9,87,79,30,0,38,112,9,105
191,41,4.5,20,40,32,38,8,46,31,52,1,48,139,7,50
192,41,5.5,20,40,20,46,2,98,48,47,0,54,129,5,101
193,41,5.5,20,40,7,44,14,39,68,36,2,33,60,8,96
194,41,6.5,20,40,23,40,21,58,96,33,0,42,74,13,106
195,41,4.8,20,40,18,62,10,62,95,36,0,42,76,14,94
196,41,7.5,20,40,11,89,27,111,86,32,0,40,115,13,169
197,41,4.5,20,40,16,46,18,65,52,33,0,25,69,6,72
198,41,6.5,20,40,9,48,11,97,55,49,0,65,129,6,89
199,41,5.0,20,40,13,26,8,49,54,19,0,29,62,8,83
200,40,4.3,20,35,14,35,3,53,66,28,1,32,58,1,79
201,40,4.7,20,35,21,49,9,58,67,32,0,33,101,6,108
202,40,4.2,20,35,29,43,15,62,52,47,2,38,101,23,81
203,40,4.5,20,35,16,22,6,51,29,16,1,15,76,6,61
204,40,4.8,20,35,20,69,14,74,44,24,0,20,84,13,89
205,40,4.4,20,35,20,40,6,58,35,30,0,25,80,3,79
206,40,5.0,20,35,11,38,10,65,55,7,0,4,75,9,89
207,40,4.7,20,35,15,60,9,65,49,20,0,24,93,14,97
208,40,5.0,20,35,20,39,8,37,31,30,1,19,43,2,56
209,40,4.0,20,35,12,83,5,58,44,24,1,25,85,32,88
210,40,4.3,20,35,8,50,2,45,36,10,1,8,49,23,64
211,40,4.2,20,35,17,40,6,54,48,35,0,23,65,17,88
212,40,5.0,20,35,18,61,4,77,55,26,0,22,101,13,89
213,40,4.1,20,35,14,41,6,67,48,44,3,72,85,11,69
214,40,5.0,20,35,37,35,3,66,18,26,0,18,85,9,36
215,40,3.5,20,35,7,73,14,33,63,17,2,18,49,4,99
216,40,4.1,20,35,18,49,15,94,97,49,2,55,127,9,85
217,40,6.0,20,35,9,59,20,37,60,13,0,18,45,19,80
218,40,3.4,20,35,18,52,5,73,34,19,0,17,85,11,74
219,40,4.2,20,35,12,41,19,49,47,27,0,24,77,9,74
220,40,5.0,20,35,27,50,7,58,62,34,3,30,96,8,116
221,40,3.8,20,35,15,47,7,61,30,30,1,31,67,13,49
222,40,5.0,20,35,12,25,5,42,27,30,2,27,74,16,48
223,40,4.8,20,35,10,51,10,73,62,25,0,38,95,9,87
224,40,4.3,20,35,19,47,12,71,73,28,0,33,78,14,122
225,40,4.5,20,35,19,38,8,70,55,72,0,81,112,7,55
226,40,3.6,20,35,14,96,10,40,62,21,1,20,55,2,74
227,40,4.0,20,35,15,40,8,79,60,31,4,29,105,4,117
228,40,4.5,20,35,14,85,10,74,32,31,0,30,91,37,82
229,40,4.0,20,35,15,59,7,68,60,17,1,22,91,3,104
230,40,4.9,20,35,14,36,10,54,33,30,2,29,78,6,63
231,40,4.0,20,35,26,42,5,74,37,44,1,42,100,11,69
232,40,5.5,20,35,14,56,5,61,43,38,3,41,78,8,82
233,40,3.8,20,35,2,51,6,41,13,6,0,6,50,3,34
234,40,4.2,20,35,13,36,10,53,58,43,2,41,81,7,81
235,40,4.4,20,35,31,51,2,64,55,73,0,66,82,6,69
236,40,4.3,20,35,34,49,13,88,41,59,2,60,112,12,64
237,40,3.8,20,35,25,57,8,67,15,33,0,29,85,21,23
238,40,4.0,20,35,10,91,9,58,62,42,1,41,68,21,75
239,40,3.5,20,35,9,31,8,44,13,24,3,26,61,9,53
240,40,3.7,20,35,15,40,4,65,37,34,0,30,80,6,63
241,40,3.7,20,35,17,45,2,79,47,28,0,20,101,11,82
242,40,4.0,20,35,16,49,13,60,62,22,0,16,66,12,89
243,40,4.8,20,35,13,47,7,54,40,28,0,29,64,14,64
244,40,4.0,20,35,14,66,10,79,78,39,3,45,101,11,125
245,40,4.2,20,35,24,58,11,52,77,37,2,31,91,9,109
246,40,4.0,20,35,18,64,6,60,18,24,1,19,82,24,48
247,40,3.5,20,35,23,60,9,83,71,56,0,58,117,16,113
248,40,4.8,20,35,18,44,6,86,39,59,1,70,120,14,59
249,40,4.1,20,35,18,60,10,95,63,42,0,39,109,13,90
250,27,11.5,10,35,15,25,24,7,54,39,0,53,35,34,19
251,27,9.0,10,35,37,27,10,39,86,119,2,111,47,8,22
252,27,10.0,10,35,47,27,10,7,87,157,0,96,9,5,17
253,27,12.0,10,35,29,45,29,16,91,65,6,79,35,13,47
254,27,12.0,10,35,20,78,40,17,124,49,0,95,21,16,70
255,27,6.7,10,35,58,39,10,28,105,84,1,129,35,8,40
256,27,8.0,10,35,35,31,35,21,104,49,0,62,30,9,72
257,27,12.0,10,35,43,55,37,27,149,93,4,140,67,49,61
258,27,11.5,10,35,21,48,43,18,109,65,4,67,20,28,62
259,27,6.0,10,35,22,18,8,22,58,54,1,59,26,2,45
260,27,5.2,10,35,35,25,7,22,65,60,3,42,42,3,36
261,27,6.5,10,35,5,3,0,1,12,21,0,9,0,9,9
262,27,8.9,10,35,8,4,5,0,7,11,0,5,0,0,4
263,27,10.5,10,35,3,5,2,0,12,3,0,11,11,1,3
264,27,5.5,10,35,7,11,6,8,14,20,0,23,18,7,11
265,27,8.2,10,35,9,10,4,8,25,31,0,28,8,0,5
266,27,8.5,10,35,6,4,0,0,8,6,0,5,2,5,1
267,27,5.3,10,35,9,4,4,2,21,25,2,40,1,0,12
268,27,12.0,10,35,4,2,0,0,7,6,0,4,0,0,0
269,27,5.0,10,35,10,12,3,10,14,22,0,24,16,3,15
270,27,10.5,10,35,4,3,2,1,9,9,0,8,3,3,8
271,27,6.75,10,35,4,0,3,2,2,2,0,5,1,0,2
272,27,7.7,10,35,8,9,4,4,31,18,0,24,3,4,9
273,27,7.0,10,35,4,0,0,0,4,4,0,8,0,0,0
274,27,11.5,10,35,2,3,4,1,4,1,0,5,1,0,3
275,27,8.0,10,35,0,0,0,0,0,0,0,0,0,0,0
276,27,8.0,10,35,7,9,3,4,13,16,0,16,5,10,5
277,27,11.0,10,35,3,2,8,2,2,0,0,0,4,0,1
278,27,5.0,10,35,0,1,0,0,4,1,0,7,3,0,0
279,27,8.0,10,35,2,0,6,4,4,12,0,4,4,0,12
280,27,5.4,10,35,1,1,1,0,0,0,0,1,0,0,1
281,27,11.0,10,35,1,2,2,3,8,12,0,14,5,0,1
282,27,9.7,10,35,0,0,0,0,0,0,0,0,0,0,0
283,27,11.5,10,35,0,0,0,0,2,2,0,2,0,0,0
284,27,6.6,10,35,1,0,1,0,1,0,0,1,2,0,0
285,27,4.6,10,35,2,2,0,0,3,10,1,9,0,0,2
286,27,11.5,10,35,0,0,0,0,0,0,0,0,0,0,0
287,27,6.0,10,35,0,0,0,0,0,0,0,0,0,0,0
288,27,4.6,10,35,0,0,0,0,0,0,0,0,0,0,0
289,27,6.8,10,35,0,0,0,0,0,0,0,0,0,0,0
290,27,9.0,10,35,0,0,0,0,0,0,0,0,0,0,0
291,27,13.5,10,35,0,0,0,0,0,0,0,0,0,0,0
292,27,12.1,10,35,0,0,0,0,0,0,0,0,0,0,0
293,27,11.5,10,35,0,0,0,0,0,0,0,0,0,0,0
294,27,8.5,10,35,0,0,0,0,0,0,0,0,0,0,0
295,27,4.3,10,35,0,0,0,0,0,0,0,0,0,0,0
296,27,10.5,10,35,2,2,0,0,0,6,0,6,0,0,0
297,27,7.0,10,35,0,0,0,0,0,0,0,0,0,0,0
298,27,3.39,10,35,2,0,2,0,4,6,0,4,2,0,0
299,27,8.4,10,35,0,0,0,0,0,0,0,0,0,0,0
300,43,5.2,15,25,30,19,2,61,17,41,2,48,88,3,38
301,43,5.0,15,25,13,38,7,54,39,38,0,40,81,2,50
302,43,4.4,15,25,9,25,7,31,35,27,2,35,49,0,34
303,43,5.0,15,25,28,37,8,62,48,79,0,82,102,17,100
304,43,4.7,15,25,15,16,7,11,34,7,1,8,14,1,42
305,43,5.1,15,25,28,34,8,29,31,25,1,19,49,5,54
306,43,4.1,15,25,21,28,8,33,21,69,3,81,26,4,16
307,43,5.1,15,25,15,41,13,34,45,39,7,35,61,4,85
308,43,7.2,15,25,13,56,11,14,61,32,1,23,18,93,67
309,43,5.1,15,25,14,17,10,24,26,21,8,26,39,10,36
310,43,5.0,15,25,6,12,4,20,12,2,0,2,28,0,23
311,43,5.1,15,25,36,31,6,43,47,58,3,50,71,4,107
312,43,5.25,15,25,29,41,10,28,27,26,5,30,41,6,67
313,43,4.6,15,25,12,17,6,28,27,35,4,33,41,14,46
314,43,5.0,15,25,22,40,10,22,34,45,3,34,50,7,64
315,43,4.0,15,25,31,39,4,72,37,75,3,101,97,2,55
316,43,4.5,15,25,21,45,4,107,40,1,1,8,28,22,150
317,43,4.3,15,25,48,42,13,71,22,80,2,97,55,0,45
318,43,5.3,15,25,27,38,6,31,57,42,1,42,44,7,84
319,43,4.0,15,25,30,40,4,60,35,86,1,101,74,3,43
320,43,5.1,15,25,24,26,7,43,38,32,1,37,70,7,68
321,43,4.4,15,25,16,22,3,25,14,25,6,27,37,1,46
322,43,4.5,15,25,27,38,4,51,27,43,0,36,80,8,49
323,43,5.0,15,25,34,35,8,58,37,45,3,52,88,6,65
324,43,4.2,15,25,23,44,9,55,41,54,5,74,97,5,67
325,43,4.5,15,25,22,31,7,34,33,27,3,31,53,3,61
326,43,5.2,15,25,12,31,7,21,37,19,6,15,39,6,59
327,43,4.0,15,25,27,34,6,41,30,48,4,48,61,1,65
328,43,4.1,15,25,19,38,6,56,73,77,0,153,70,5,29
329,43,5.3,15,25,13,28,7,62,17,24,0,23,83,1,69
330,43,5.5,15,25,11,34,8,92,28,15,0,22,35,2,124
331,43,4.7,15,25,19,46,18,36,78,24,6,27,73,28,120
332,43,4.85,15,25,18,41,4,33,27,16,2,14,64,3,51
333,43,4.1,15,25,24,38,8,59,37,82,0,142,71,5,32
334,43,5.3,15,25,45,47,5,55,66,49,0,54,82,8,102
335,43,5.0,15,25,19,31,6,33,30,25,0,18,39,2,43
336,43,4.8,15,25,26,32,19,32,45,35,4,41,50,4,92
337,43,3.7,15,25,37,36,6,69,30,57,3,82,136,5,26
338,43,4.8,15,25,16,28,3,43,23,62,5,62,67,1,33
339,43,4.1,15,25,30,45,7,55,46,57,5,86,64,14,40
340,43,4.5,15,25,15,23,5,17,21,32,0,34,27,3,44
341,43,4.7,15,25,22,31,7,51,42,48,2,61,70,9,69
342,43,5.4,15,25,32,27,13,53,28,67,2,68,63,4,43
343,43,5.0,15,25,28,35,16,102,30,64,5,76,148,9,62
344,43,4.6,15,25,19,33,3,36,22,35,1,27,54,3,60
345,43,5.0,15,25,25,30,6,27,32,24,3,24,39,0,66
346,43,4.9,15,25,10,24,7,36,49,52,2,44,52,3,66
347,43,5.1,15,25,21,21,9,29,18,5,1,5,44,4,50
348,43,4.8,15,25,20,25,6,31,18,21,0,13,48,6,54
349,43,4.7,15,25,32,34,9,29,26,17,3,17,46,7,48
350,42,6.6,15,30,14,23,12,13,34,11,0,28,16,22,32
351,42,6.8,15,30,19,28,12,20,47,36,0,38,25,17,41
352,42,5.8,15,30,33,46,10,44,40,55,0,70,57,32,46
353,42,6.0,15,30,31,33,10,74,45,49,4,72,112,38,63
354,42,6.7,15,30,11,31,16,19,63,57,2,45,22,25,45
355,42,6.0,15,30,13,38,12,24,66,41,0,54,45,16,66
356,42,6.8,15,30,45,34,14,41,32,52,4,55,53,30,36
357,42,8.0,15,30,17,37,26,24,92,76,3,96,61,24,61
358,42,6.5,15,30,23,53,28,28,61,45,0,52,36,25,45
359,42,7.5,15,30,22,31,28,20,71,40,3,64,28,29,42
360,42,8.5,15,30,13,31,35,18,68,41,2,46,29,23,33
361,42,6.5,15,30,19,42,21,27,72,52,0,74,49,41,66
362,42,7.0,15,30,16,29,21,20,50,30,0,42,32,15,42
363,42,6.6,15,30,29,35,13,38,65,68,0,61,60,13,54
364,42,4.5,15,30,25,39,8,67,30,94,6,127,76,28,38
365,42,6.0,15,30,33,35,22,28,82,59,0,63,61,33,56
366,42,7.5,15,30,29,38,20,39,78,65,0,77,63,32,35
367,42,6.5,15,30,25,33,14,30,61,57,2,64,52,37,49
368,42,6.8,15,30,9,26,14,8,74,38,0,35,15,36,55
369,42,5.5,15,30,19,46,16,53,73,69,1,57,85,35,67
370,42,8.0,15,30,31,52,24,23,79,103,0,85,63,48,71
371,42,6.5,15,30,26,47,13,33,78,49,1,62,43,26,69
372,42,6.0,15,30,15,38,16,27,75,44,5,43,37,34,62
373,42,5.8,15,30,38,40,16,18,113,83,4,138,49,35,40
374,42,5.2,15,30,24,23,10,12,56,37,0,40,28,19,34
375,42,5.5,15,30,21,27,9,19,41,49,1,60,39,25,40
376,42,6.0,15,30,15,22,5,17,29,41,2,43,21,19,30
377,42,5.0,15,30,21,32,10,30,54,50,3,59,45,22,62
378,42,6.5,15,30,16,43,19,27,82,65,0,79,44,29,39
379,42,6.5,15,30,23,47,15,24,62,47,5,56,54,24,62
380,42,6.5,15,30,18,38,21,28,81,64,0,66,49,35,66
381,42,6.3,15,30,17,25,15,33,76,44,3,49,55,30,65
382,42,6.6,15,30,8,14,3,13,33,19,1,21,21,9,18
383,42,7.0,15,30,20,39,26,28,58,51,1,72,48,29,43
384,42,6.3,15,30,27,35,20,27,54,54,4,54,33,34,57
385,42,6.5,15,30,1,11,3,9,18,10,0,10,10,7,21
386,42,6.5,15,30,22,34,10,37,89,76,1,71,52,26,72
387,42,7.0,15,30,13,21,13,17,39,27,0,35,25,16,29
388,42,6.0,15,30,11,34,14,21,31,82,0,79,43,15,22
389,42,6.0,15,30,21,42,20,24,64,54,0,50,41,16,39
390,42,6.8,15,30,16,40,19,26,94,44,0,52,41,36,71
391,42,6.5,15,30,12,11,6,9,13,16,0,11,12,2,7
392,42,5.0,15,30,20,12,6,14,27,25,3,28,37,18,42
393,42,6.0,15,30,9,18,6,5,23,25,3,35,10,26,16
394,42,6.0,15,30,20,24,10,21,28,34,0,30,29,14,30
395,42,6.0,15,30,22,44,7,28,60,46,0,45,38,28,31
396,42,6.1,15,30,14,27,9,21,51,41,3,57,44,19,28
397,42,5.5,15,30,32,34,10,25,51,58,0,72,32,43,61
398,42,6.0,15,30,17,11,10,12,62,40,0,46,18,19,38
399,42,6.5,15,30,10,18,4,13,27,21,0,21,20,8,16
400,2,6.7,17,27,7,75,17,48,93,18,1,37,21,11,127
401,2,8.2,17,27,11,63,17,16,117,25,0,38,15,10,93
402,2,7.6,17,27,9,43,16,23,93,15,1,42,21,9,111
403,2,7.9,17,27,10,31,19,21,75,17,1,24,20,4,86
404,2,7.4,17,27,14,72,11,30,92,20,0,50,11,13,127
405,2,14.0,17,27,6,52,57,16,138,18,0,58,14,10,104
406,2,9.5,17,27,4,30,37,22,87,25,1,38,15,15,92
